CpG Number,Start Position,End Position,Obs/Exp,%GC
17753,70145,70344,2.02,53.00
17754,70146,70345,2.02,53.00
17755,70147,70346,2.02,53.00
17756,70148,70347,2.02,53.00
17757,70149,70348,2.04,52.50
17758,70150,70349,2.04,52.50
17759,70151,70350,2.11,52.00
17760,70152,70351,2.04,52.50
17761,70153,70352,2.04,52.50
17762,70154,70353,2.04,52.50
17763,70155,70354,2.04,52.50
17764,70156,70355,2.04,52.50
17765,70157,70356,2.07,52.00
17766,70158,70357,2.07,52.00
17767,70159,70358,2.10,51.50
17768,70160,70359,2.03,52.00
17769,70161,70360,2.10,51.50
17770,70162,70361,2.10,51.50
17771,70163,70362,1.97,51.50
17772,70164,70363,1.91,52.00
17773,70165,70364,1.88,52.00
17774,70166,70365,2.00,52.00
17775,70167,70366,1.97,52.50
17776,70168,70367,1.88,52.50
17777,70169,70368,1.92,52.50
17778,70170,70369,1.96,52.50
17779,70171,70370,1.83,52.50
17780,70172,70371,1.86,52.00
17781,70173,70372,1.92,52.50
17782,70174,70373,1.96,52.50
17783,70175,70374,2.00,52.50
17784,70176,70375,1.97,53.00
17785,70177,70376,1.95,53.50
17786,70178,70377,1.82,53.50
17787,70179,70378,1.84,53.00
17788,70180,70379,1.90,53.50
17789,70181,70380,1.87,53.50
17790,70182,70381,1.93,53.00
17791,70183,70382,1.87,53.50
17792,70184,70383,1.81,54.00
17793,70185,70384,1.87,53.50
17794,70186,70385,1.93,54.00
17795,70187,70386,1.93,54.00
17796,70188,70387,1.87,53.50
17797,70189,70388,1.89,53.00
17798,70190,70389,1.92,52.50
17799,70191,70390,1.86,53.00
17800,70192,70391,1.86,53.00
17801,70193,70392,1.80,53.50
17802,70194,70393,1.74,53.00
17803,70195,70394,1.80,53.50
17804,70196,70395,1.80,53.50
17805,70197,70396,1.83,53.00
17806,70198,70397,1.80,53.50
17807,70199,70398,1.86,53.00
17808,70200,70399,1.86,53.00
17809,70201,70400,1.86,53.00
17810,70202,70401,1.77,53.00
17811,70203,70402,1.80,52.50
17812,70204,70403,1.77,53.00
17813,70205,70404,1.80,52.50
17814,70206,70405,1.80,52.50
17815,70207,70406,1.77,53.00
17816,70208,70407,1.74,53.00
17817,70209,70408,1.83,53.00
17818,70210,70409,1.80,53.50
17819,70211,70410,1.86,53.00
17820,70212,70411,1.83,53.50
17821,70213,70412,1.75,53.50
17822,70214,70413,1.75,53.50
17823,70215,70414,1.73,54.00
17824,70216,70415,1.73,54.00
17825,70217,70416,1.76,54.00
17826,70218,70417,1.76,54.00
17827,70219,70418,1.74,54.50
17828,70220,70419,1.65,54.50
17829,70221,70420,1.68,54.00
17830,70222,70421,1.68,54.00
17831,70223,70422,1.68,54.00
17832,70224,70423,1.74,54.50
17833,70225,70424,1.68,55.00
17834,70226,70425,1.62,54.50
17835,70227,70426,1.62,54.50
17836,70228,70427,1.70,54.50
17837,70229,70428,1.70,54.50
17838,70230,70429,1.68,55.00
17839,70231,70430,1.71,55.00
17840,70232,70431,1.69,55.50
17841,70233,70432,1.58,55.50
17842,70234,70433,1.60,55.00
17843,70235,70434,1.68,55.00
17844,70236,70435,1.68,55.00
17845,70237,70436,1.68,55.00
17846,70238,70437,1.66,55.50
17847,70239,70438,1.66,55.50
17848,70240,70439,1.68,55.00
17849,70241,70440,1.68,55.00
17850,70242,70441,1.71,55.00
17851,70243,70442,1.71,55.00
17852,70244,70443,1.65,54.50
17853,70245,70444,1.68,54.00
17854,70246,70445,1.68,54.00
17855,70247,70446,1.62,54.50
17856,70248,70447,1.56,54.00
17857,70249,70448,1.64,54.00
17858,70250,70449,1.59,54.50
17859,70251,70450,1.57,54.50
17860,70252,70451,1.59,54.00
17861,70253,70452,1.65,54.50
17862,70254,70453,1.65,54.50
17863,70255,70454,1.60,55.00
17864,70256,70455,1.60,55.00
17865,70257,70456,1.60,55.00
17866,70258,70457,1.58,55.00
17867,70259,70458,1.58,55.00
17868,70260,70459,1.58,55.00
17869,70261,70460,1.62,54.50
17870,70262,70461,1.73,54.50
17871,70263,70462,1.68,55.00
17872,70264,70463,1.73,55.50
17873,70265,70464,1.68,55.00
17874,70266,70465,1.65,55.50
17875,70267,70466,1.65,55.50
17876,70268,70467,1.65,55.50
17877,70269,70468,1.61,56.00
17878,70270,70469,1.56,56.50
17879,70271,70470,1.52,57.00
17880,70272,70471,1.52,57.00
17881,70273,70472,1.56,56.50
17882,70274,70473,1.52,57.00
17883,70275,70474,1.52,57.00
17884,70276,70475,1.52,57.00
17885,70277,70476,1.52,57.00
17886,70278,70477,1.47,56.50
17887,70279,70478,1.46,56.50
17888,70280,70479,1.48,56.00
17889,70281,70480,1.48,56.00
17890,70282,70481,1.50,55.50
17891,70283,70482,1.52,55.00
17892,70284,70483,1.54,54.50
17893,70285,70484,1.54,54.50
17894,70286,70485,1.56,54.00
17895,70287,70486,1.58,53.50
17896,70288,70487,1.58,53.50
17897,70289,70488,1.58,53.50
17898,70290,70489,1.61,53.00
17899,70291,70490,1.61,53.00
17900,70292,70491,1.61,53.00
17901,70293,70492,1.61,53.00
17902,70294,70493,1.61,53.00
17903,70295,70494,1.61,53.00
17904,70296,70495,1.61,53.00
17905,70297,70496,1.61,53.00
17906,70298,70497,1.66,53.50
17907,70299,70498,1.66,53.50
17908,70300,70499,1.66,53.50
17909,70301,70500,1.71,54.00
17910,70302,70501,1.68,54.50
17911,70303,70502,1.61,54.50
17912,70304,70503,1.59,54.50
17913,70305,70504,1.64,55.00
17914,70306,70505,1.67,54.50
17915,70307,70506,1.64,55.00
17916,70308,70507,1.64,55.00
17917,70309,70508,1.64,55.00
17918,70310,70509,1.62,55.50
17919,70311,70510,1.62,55.50
17920,70312,70511,1.62,55.50
17921,70313,70512,1.62,55.50
17922,70314,70513,1.53,55.50
17923,70315,70514,1.57,55.00
17924,70316,70515,1.61,54.50
17925,70317,70516,1.61,54.50
17926,70318,70517,1.56,54.00
17927,70319,70518,1.52,54.50
17928,70320,70519,1.54,54.00
17929,70321,70520,1.59,54.50
17930,70322,70521,1.59,54.50
17931,70323,70522,1.59,54.50
17932,70324,70523,1.61,54.50
17933,70325,70524,1.61,54.50
17934,70326,70525,1.52,54.50
17935,70327,70526,1.51,54.50
17936,70328,70527,1.49,54.50
17937,70329,70528,1.52,54.00
17938,70330,70529,1.48,54.50
17939,70331,70530,1.47,54.50
17940,70332,70531,1.44,55.00
17941,70333,70532,1.46,54.50
17942,70334,70533,1.46,54.50
17943,70335,70534,1.46,54.50
17944,70336,70535,1.41,54.00
17945,70337,70536,1.48,54.00
17946,70338,70537,1.46,54.50
17947,70339,70538,1.46,54.50
17948,70340,70539,1.48,54.00
17949,70341,70540,1.46,54.50
17950,70342,70541,1.47,54.50
17951,70343,70542,1.47,54.50
17952,70344,70543,1.50,54.00
17953,70345,70544,1.43,54.00
17954,70346,70545,1.41,54.50
17955,70347,70546,1.41,54.50
17956,70348,70547,1.41,54.50
17957,70349,70548,1.38,55.00
17958,70350,70549,1.40,54.50
17959,70351,70550,1.45,55.00
17960,70352,70551,1.46,55.00
17961,70353,70552,1.46,55.00
17962,70354,70553,1.39,55.00
17963,70355,70554,1.37,55.50
17964,70356,70555,1.37,55.50
17965,70357,70556,1.37,55.50
17966,70358,70557,1.34,56.00
17967,70359,70558,1.38,56.50
17968,70360,70559,1.38,56.50
17969,70361,70560,1.38,56.50
17970,70362,70561,1.38,56.50
17971,70363,70562,1.46,56.50
17972,70364,70563,1.50,56.00
17973,70365,70564,1.51,56.00
17974,70366,70565,1.43,56.00
17975,70367,70566,1.42,56.00
17976,70368,70567,1.40,56.00
17977,70369,70568,1.42,55.50
17978,70370,70569,1.49,55.50
17979,70371,70570,1.50,55.50
17980,70372,70571,1.50,55.50
17981,70373,70572,1.44,55.50
17982,70374,70573,1.46,55.00
17983,70375,70574,1.48,54.50
17984,70376,70575,1.50,54.00
17985,70377,70576,1.49,54.00
17986,70378,70577,1.53,53.50
17987,70379,70578,1.57,54.00
17988,70380,70579,1.50,54.00
17989,70381,70580,1.50,54.00
17990,70382,70581,1.50,54.00
17991,70383,70582,1.59,54.00
17992,70384,70583,1.59,54.00
17993,70385,70584,1.59,54.00
17994,70386,70585,1.59,54.00
17995,70387,70586,1.59,54.00
17996,70388,70587,1.56,54.50
17997,70389,70588,1.56,54.50
17998,70390,70589,1.54,55.00
17999,70391,70590,1.54,55.00
18000,70392,70591,1.54,55.00
18001,70393,70592,1.58,54.50
18002,70394,70593,1.58,54.50
18003,70395,70594,1.53,54.00
18004,70396,70595,1.53,54.00
18005,70397,70596,1.53,54.00
18006,70398,70597,1.55,53.50
18007,70399,70598,1.60,54.00
18008,70400,70599,1.56,54.50
18009,70401,70600,1.56,54.50
18010,70402,70601,1.55,54.50
18011,70403,70602,1.52,55.00
18012,70404,70603,1.54,54.50
18013,70405,70604,1.50,55.00
18014,70406,70605,1.53,54.50
18015,70407,70606,1.60,54.50
18016,70408,70607,1.60,54.50
18017,70409,70608,1.52,54.50
18018,70410,70609,1.51,54.50
18019,70411,70610,1.51,54.50
18020,70412,70611,1.50,54.50
18021,70413,70612,1.50,54.50
18022,70414,70613,1.50,54.50
18023,70415,70614,1.56,54.50
18024,70416,70615,1.56,54.50
18025,70417,70616,1.56,54.50
18026,70418,70617,1.53,55.00
18027,70419,70618,1.55,54.50
18028,70420,70619,1.62,54.50
18029,70421,70620,1.59,55.00
18030,70422,70621,1.56,55.50
18031,70423,70622,1.56,55.50
18032,70424,70623,1.53,55.00
18033,70425,70624,1.53,55.00
18034,70426,70625,1.53,55.00
18035,70427,70626,1.56,55.50
18036,70428,70627,1.53,55.00
18037,70429,70628,1.50,55.50
18038,70430,70629,1.53,55.00
18039,70431,70630,1.53,55.00
18040,70432,70631,1.55,54.50
18041,70433,70632,1.56,54.50
18042,70434,70633,1.56,54.50
18043,70435,70634,1.48,54.50
18044,70436,70635,1.51,54.00
18045,70437,70636,1.48,54.50
18046,70438,70637,1.51,54.00
18047,70439,70638,1.55,54.50
18048,70440,70639,1.55,54.50
18049,70441,70640,1.52,55.00
18050,70442,70641,1.55,54.50
18051,70443,70642,1.52,55.00
18052,70444,70643,1.52,55.00
18053,70445,70644,1.52,55.00
18054,70446,70645,1.55,54.50
18055,70447,70646,1.58,54.00
18056,70448,70647,1.58,54.00
18057,70449,70648,1.51,54.00
18058,70450,70649,1.54,53.50
18059,70451,70650,1.57,53.00
18060,70452,70651,1.57,53.00
18061,70453,70652,1.52,52.50
18062,70454,70653,1.52,52.50
18063,70455,70654,1.55,52.00
18064,70456,70655,1.55,52.00
18065,70457,70656,1.52,52.50
18066,70458,70657,1.55,52.00
18067,70459,70658,1.60,52.50
18068,70460,70659,1.60,52.50
18069,70461,70660,1.60,52.50
18070,70462,70661,1.55,52.00
18071,70463,70662,1.58,51.50
18072,70464,70663,1.51,51.50
18073,70465,70664,1.48,52.00
18074,70466,70665,1.48,52.00
18075,70467,70666,1.48,52.00
18076,70468,70667,1.51,51.50
18077,70469,70668,1.54,51.00
18078,70470,70669,1.57,50.50
18079,70471,70670,1.60,50.00
18080,70478,70677,1.60,50.00
18081,70480,70679,1.68,50.00
18082,70481,70680,1.65,50.50
18083,70482,70681,1.65,50.50
18084,70483,70682,1.62,51.00
18085,70484,70683,1.59,51.50
18086,70485,70684,1.56,52.00
18087,70486,70685,1.56,52.00
18088,70487,70686,1.56,52.00
18089,70488,70687,1.56,52.00
18090,70489,70688,1.53,52.50
18091,70490,70689,1.57,53.00
18092,70491,70690,1.54,53.50
18093,70492,70691,1.54,53.50
18094,70493,70692,1.54,53.50
18095,70494,70693,1.54,53.50
18096,70495,70694,1.58,54.00
18097,70496,70695,1.58,54.00
18098,70497,70696,1.58,54.00
18099,70498,70697,1.51,54.00
18100,70499,70698,1.54,53.50
18101,70500,70699,1.51,54.00
18102,70501,70700,1.44,54.00
18103,70502,70701,1.47,53.50
18104,70503,70702,1.54,53.50
18105,70504,70703,1.54,53.50
18106,70505,70704,1.50,53.00
18107,70506,70705,1.47,53.50
18108,70507,70706,1.50,53.00
18109,70508,70707,1.52,52.50
18110,70509,70708,1.52,52.50
18111,70510,70709,1.55,52.00
18112,70511,70710,1.58,51.50
18113,70512,70711,1.58,51.50
18114,70513,70712,1.58,51.50
18115,70514,70713,1.66,51.50
18116,70515,70714,1.66,51.50
18117,70516,70715,1.66,51.50
18118,70517,70716,1.63,52.00
18119,70518,70717,1.63,52.00
18120,70519,70718,1.63,52.00
18121,70520,70719,1.63,52.00
18122,70521,70720,1.63,52.00
18123,70522,70721,1.60,52.50
18124,70523,70722,1.60,52.50
18125,70524,70723,1.60,52.50
18126,70525,70724,1.60,52.50
18127,70526,70725,1.60,52.50
18128,70527,70726,1.60,52.50
18129,70528,70727,1.63,52.00
18130,70529,70728,1.67,52.50
18131,70530,70729,1.67,52.50
18132,70531,70730,1.67,52.50
18133,70532,70731,1.67,52.50
18134,70533,70732,1.64,53.00
18135,70534,70733,1.64,53.00
18136,70535,70734,1.68,53.50
18137,70536,70735,1.65,54.00
18138,70537,70736,1.61,53.50
18139,70538,70737,1.61,53.50
18140,70539,70738,1.64,53.00
18141,70540,70739,1.68,53.50
18142,70541,70740,1.68,53.50
18143,70542,70741,1.71,53.00
18144,70543,70742,1.68,53.50
18145,70544,70743,1.65,54.00
18146,70545,70744,1.68,53.50
18147,70546,70745,1.75,53.50
18148,70547,70746,1.75,53.50
18149,70548,70747,1.75,53.50
18150,70549,70748,1.75,53.50
18151,70550,70749,1.75,53.50
18152,70551,70750,1.72,53.00
18153,70552,70751,1.75,52.50
18154,70553,70752,1.79,53.00
18155,70554,70753,1.79,53.00
18156,70555,70754,1.83,52.50
18157,70556,70755,1.83,52.50
18158,70557,70756,1.80,53.00
18159,70558,70757,1.83,52.50
18160,70559,70758,1.79,52.00
18161,70560,70759,1.82,51.50
18162,70561,70760,1.82,51.50
18163,70562,70761,1.82,51.50
18164,70563,70762,1.75,51.50
18165,70564,70763,1.72,52.00
18166,70565,70764,1.76,51.50
18167,70566,70765,1.79,51.00
18168,70567,70766,1.83,50.50
18169,70568,70767,1.90,50.50
18170,70569,70768,1.86,51.00
18171,70570,70769,1.79,51.00
18172,70571,70770,1.83,50.50
18173,70572,70771,1.86,51.00
18174,70573,70772,1.87,51.00
18175,70574,70773,1.87,51.00
18176,70575,70774,1.91,51.50
18177,70576,70775,1.87,52.00
18178,70577,70776,1.90,51.50
18179,70578,70777,1.86,52.00
18180,70579,70778,1.79,52.00
18181,70580,70779,1.82,51.50
18182,70581,70780,1.86,51.00
18183,70582,70781,1.86,51.00
18184,70583,70782,1.82,50.50
18185,70584,70783,1.85,50.00
18186,70585,70784,1.82,50.50
18187,70586,70785,1.78,50.00
18188,70587,70786,1.78,50.00
18189,70588,70787,1.86,50.00
18190,70589,70788,1.86,50.00
18191,70595,70794,1.93,50.00
18192,70596,70795,1.93,50.00
18193,70597,70796,1.93,50.00
18194,70598,70797,1.93,50.00
18195,71101,71300,1.20,50.00
18196,71103,71302,1.30,50.00
18197,71104,71303,1.28,50.50
18198,71105,71304,1.28,50.50
18199,71106,71305,1.32,50.00
18200,71107,71306,1.32,50.00
18201,71108,71307,1.30,50.50
18202,71109,71308,1.20,50.50
18203,71110,71309,1.20,50.50
18204,71111,71310,1.20,50.50
18205,71112,71311,1.22,50.00
18206,71204,71403,1.39,50.00
18207,71206,71405,1.39,50.00
18208,71207,71406,1.37,50.00
18209,71211,71410,1.35,50.00
18210,71212,71411,1.35,50.00
18211,71213,71412,1.35,50.00
18212,71222,71421,1.35,50.00
18213,71224,71423,1.35,50.00
18214,71855,72054,1.55,50.00
18215,71856,72055,1.55,50.00
18216,71863,72062,1.62,50.00
18217,71864,72063,1.62,50.00
18218,71865,72064,1.54,50.00
18219,71866,72065,1.53,50.00
18220,71867,72066,1.53,50.00
18221,71868,72067,1.50,50.50
18222,71869,72068,1.50,50.50
18223,71870,72069,1.58,50.50
18224,71871,72070,1.55,51.00
18225,71872,72071,1.50,50.50
18226,71873,72072,1.58,50.50
18227,71874,72073,1.58,50.50
18228,71875,72074,1.54,51.00
18229,71876,72075,1.54,51.00
18230,71877,72076,1.51,51.50
18231,71878,72077,1.51,51.50
18232,71879,72078,1.44,51.50
18233,71880,72079,1.46,51.00
18234,71881,72080,1.43,51.50
18235,71882,72081,1.46,51.00
18236,71883,72082,1.43,51.50
18237,71884,72083,1.46,51.00
18238,71885,72084,1.49,50.50
18239,71886,72085,1.49,50.50
18240,71887,72086,1.52,50.00
18241,71890,72089,1.52,50.00
18242,71891,72090,1.44,50.00
18243,71894,72093,1.44,50.00
18244,72620,72819,1.31,50.00
18245,72621,72820,1.31,50.00
18246,72628,72827,1.24,50.00
18247,73533,73732,0.90,50.00
18248,73534,73733,0.88,50.50
18249,73535,73734,0.89,50.50
18250,73536,73735,0.90,50.00
18251,73537,73736,0.96,50.50
18252,73538,73737,0.96,50.50
18253,73539,73738,0.94,51.00
18254,73540,73739,0.96,50.50
18255,73541,73740,0.94,51.00
18256,73542,73741,0.94,51.00
18257,73543,73742,0.94,51.00
18258,73544,73743,1.00,51.50
18259,73545,73744,0.98,52.00
18260,73546,73745,0.98,52.00
18261,73547,73746,0.98,52.00
18262,73548,73747,1.03,52.50
18263,73549,73748,0.98,52.00
18264,73550,73749,0.98,52.00
18265,73551,73750,0.98,52.00
18266,73552,73751,0.98,52.00
18267,73553,73752,0.98,52.00
18268,73554,73753,0.98,52.00
18269,73555,73754,1.00,51.50
18270,73556,73755,0.98,52.00
18271,73557,73756,0.98,52.00
18272,73558,73757,0.98,52.00
18273,73559,73758,1.05,52.00
18274,73560,73759,1.05,52.00
18275,73561,73760,1.07,51.50
18276,73562,73761,1.05,52.00
18277,73563,73762,1.07,51.50
18278,73564,73763,1.05,52.00
18279,73565,73764,1.05,52.00
18280,73566,73765,1.05,52.00
18281,73567,73766,1.07,51.50
18282,73568,73767,1.07,51.50
18283,73569,73768,1.09,51.00
18284,73570,73769,1.14,51.50
18285,73571,73770,1.14,51.50
18286,73572,73771,1.14,51.50
18287,73573,73772,1.16,51.00
18288,73574,73773,1.14,51.50
18289,73575,73774,1.16,51.00
18290,73576,73775,1.21,51.50
18291,73577,73776,1.23,51.00
18292,73578,73777,1.23,51.00
18293,73579,73778,1.23,51.00
18294,73580,73779,1.23,51.00
18295,73581,73780,1.26,50.50
18296,73582,73781,1.23,51.00
18297,73583,73782,1.23,51.00
18298,73584,73783,1.23,51.00
18299,73585,73784,1.23,51.00
18300,73586,73785,1.23,51.00
18301,73587,73786,1.26,50.50
18302,73588,73787,1.26,50.50
18303,73589,73788,1.28,50.00
18304,73590,73789,1.33,50.50
18305,73591,73790,1.36,50.00
18306,73592,73791,1.36,50.00
18307,73593,73792,1.36,50.00
18308,73594,73793,1.36,50.00
18309,73595,73794,1.36,50.00
18310,73596,73795,1.36,50.00
18311,73623,73822,1.28,50.00
18312,73624,73823,1.25,50.50
18313,73625,73824,1.28,50.00
18314,73626,73825,1.28,50.00
18315,73627,73826,1.28,50.00
18316,73628,73827,1.33,50.50
18317,73629,73828,1.33,50.50
18318,73630,73829,1.31,51.00
18319,73631,73830,1.31,51.00
18320,73632,73831,1.34,50.50
18321,73633,73832,1.36,50.00
18322,73635,73834,1.37,50.00
18323,73636,73835,1.37,50.00
18324,73645,73844,1.28,50.00
18325,73646,73845,1.28,50.00
18326,73647,73846,1.28,50.00
18327,73648,73847,1.28,50.00
18328,73649,73848,1.26,50.50
18329,73650,73849,1.26,50.50
18330,73651,73850,1.28,50.00
18331,73652,73851,1.28,50.00
18332,73653,73852,1.20,50.00
18333,73655,73854,1.28,50.00
18334,73929,74128,1.85,50.00
18335,73930,74129,1.82,50.50
18336,73931,74130,1.78,50.00
18337,73932,74131,1.78,50.00
18338,73933,74132,1.81,50.00
18339,73934,74133,1.81,50.00
18340,73937,74136,1.90,50.00
18341,74521,74720,1.68,50.00
18342,74522,74721,1.68,50.00
18343,74523,74722,1.77,50.00
18344,74525,74724,1.75,50.00
18345,74526,74725,1.71,50.50
18346,74527,74726,1.69,50.50
18347,74528,74727,1.72,50.00
18348,74529,74728,1.72,50.00
18349,74530,74729,1.72,50.00
18350,74531,74730,1.72,50.00
18351,74533,74732,1.82,50.00
18352,74534,74733,1.74,50.00
18353,74535,74734,1.74,50.00
18354,74538,74737,1.72,50.00
18355,74541,74740,1.72,50.00
18356,74542,74741,1.72,50.00
18357,74544,74743,1.72,50.00
18358,75281,75480,1.61,50.00
18359,75282,75481,1.61,50.00
18360,75315,75514,1.80,50.00
18361,75349,75548,1.81,50.00
18362,75368,75567,2.00,50.00
18363,75369,75568,2.00,50.00
18364,75370,75569,2.00,50.00
18365,75372,75571,1.92,50.00
18366,75373,75572,1.87,50.50
18367,75374,75573,1.83,51.00
18368,75375,75574,1.83,51.00
18369,75376,75575,1.78,51.50
18370,75377,75576,1.78,51.50
18371,75378,75577,1.81,51.00
18372,75379,75578,1.85,51.50
18373,75380,75579,1.85,51.50
18374,75381,75580,1.88,51.00
18375,75382,75581,1.88,51.00
18376,75383,75582,1.84,50.50
18377,75384,75583,1.84,50.50
18378,75385,75584,1.84,50.50
18379,75386,75585,1.84,50.50
18380,75387,75586,1.84,50.50
18381,75388,75587,1.88,50.00
18382,75389,75588,1.83,50.50
18383,75390,75589,1.87,50.00
18384,75391,75590,1.87,50.00
18385,75392,75591,1.83,50.50
18386,75393,75592,1.86,50.00
18387,75394,75593,1.86,50.00
18388,75395,75594,1.82,50.50
18389,75396,75595,1.78,50.00
18390,75523,75722,1.62,50.00
18391,75525,75724,1.63,50.00
18392,75526,75725,1.63,50.00
18393,75528,75727,1.54,50.00
18394,75529,75728,1.63,50.00
18395,75530,75729,1.63,50.00
18396,75531,75730,1.55,50.00
18397,75532,75731,1.55,50.00
18398,75533,75732,1.55,50.00
18399,75534,75733,1.55,50.00
18400,75536,75735,1.64,50.00
18401,75537,75736,1.64,50.00
18402,75538,75737,1.60,50.50
18403,75539,75738,1.55,50.00
18404,75540,75739,1.60,50.50
18405,75541,75740,1.60,50.50
18406,75542,75741,1.61,50.50
18407,75543,75742,1.61,50.50
18408,75544,75743,1.65,50.00
18409,75545,75744,1.65,50.00
18410,75546,75745,1.56,50.00
18411,75547,75746,1.56,50.00
18412,75550,75749,1.67,50.00
18413,75551,75750,1.67,50.00
18414,75552,75751,1.64,50.50
18415,75553,75752,1.58,50.00
18416,75554,75753,1.58,50.00
18417,75557,75756,1.58,50.00
18418,75558,75757,1.49,50.00
18419,75601,75800,1.56,50.00
18420,75608,75807,1.56,50.00
18421,75609,75808,1.52,50.50
18422,75610,75809,1.52,50.50
18423,75611,75810,1.58,51.00
18424,75612,75811,1.58,51.00
18425,75613,75812,1.58,51.00
18426,75614,75813,1.50,51.00
18427,75615,75814,1.52,50.50
18428,75616,75815,1.49,51.00
18429,75617,75816,1.48,51.00
18430,75618,75817,1.45,51.50
18431,75619,75818,1.45,51.50
18432,75620,75819,1.53,51.50
18433,75621,75820,1.49,52.00
18434,75622,75821,1.49,52.00
18435,75623,75822,1.49,52.00
18436,75624,75823,1.49,52.00
18437,75625,75824,1.49,52.00
18438,75626,75825,1.49,52.00
18439,75627,75826,1.54,52.50
18440,75628,75827,1.51,53.00
18441,75629,75828,1.51,53.00
18442,75630,75829,1.54,52.50
18443,75631,75830,1.51,53.00
18444,75632,75831,1.44,53.00
18445,75633,75832,1.44,53.00
18446,75634,75833,1.44,53.00
18447,75635,75834,1.48,53.50
18448,75636,75835,1.48,53.50
18449,75637,75836,1.46,54.00
18450,75638,75837,1.45,54.00
18451,75639,75838,1.45,54.00
18452,75640,75839,1.50,54.50
18453,75641,75840,1.47,55.00
18454,75642,75841,1.47,55.00
18455,75643,75842,1.50,54.50
18456,75644,75843,1.43,54.50
18457,75645,75844,1.41,55.00
18458,75646,75845,1.43,54.50
18459,75647,75846,1.43,54.50
18460,75648,75847,1.43,54.50
18461,75649,75848,1.50,54.50
18462,75650,75849,1.50,54.50
18463,75651,75850,1.53,54.00
18464,75652,75851,1.53,54.00
18465,75653,75852,1.53,54.00
18466,75654,75853,1.55,53.50
18467,75655,75854,1.55,53.50
18468,75656,75855,1.55,53.50
18469,75657,75856,1.55,53.50
18470,75658,75857,1.60,54.00
18471,75659,75858,1.53,54.00
18472,75660,75859,1.53,54.00
18473,75661,75860,1.50,54.50
18474,75662,75861,1.53,54.00
18475,75663,75862,1.53,54.00
18476,75664,75863,1.53,54.00
18477,75665,75864,1.53,54.00
18478,75666,75865,1.57,53.50
18479,75667,75866,1.54,54.00
18480,75668,75867,1.58,53.50
18481,75669,75868,1.55,54.00
18482,75670,75869,1.56,54.00
18483,75671,75870,1.60,53.50
18484,75672,75871,1.57,54.00
18485,75673,75872,1.50,54.00
18486,75674,75873,1.47,54.50
18487,75675,75874,1.47,54.50
18488,75676,75875,1.52,55.00
18489,75677,75876,1.52,55.00
18490,75678,75877,1.53,55.00
18491,75679,75878,1.56,54.50
18492,75680,75879,1.58,54.50
18493,75681,75880,1.54,55.00
18494,75682,75881,1.46,55.00
18495,75683,75882,1.49,54.50
18496,75684,75883,1.49,54.50
18497,75685,75884,1.58,54.50
18498,75686,75885,1.58,54.50
18499,75687,75886,1.58,54.50
18500,75688,75887,1.58,54.50
18501,75689,75888,1.51,54.50
18502,75690,75889,1.49,54.50
18503,75691,75890,1.56,54.50
18504,75692,75891,1.56,54.50
18505,75693,75892,1.55,54.50
18506,75694,75893,1.57,54.00
18507,75695,75894,1.61,53.50
18508,75696,75895,1.61,53.50
18509,75697,75896,1.61,53.50
18510,75698,75897,1.61,53.50
18511,75699,75898,1.64,53.00
18512,75700,75899,1.62,53.00
18513,75701,75900,1.66,52.50
18514,75702,75901,1.62,53.00
18515,75703,75902,1.54,53.00
18516,75704,75903,1.56,52.50
18517,75705,75904,1.56,52.50
18518,75706,75905,1.64,52.50
18519,75707,75906,1.63,52.50
18520,75708,75907,1.63,52.50
18521,75709,75908,1.68,53.00
18522,75710,75909,1.71,52.50
18523,75711,75910,1.73,52.50
18524,75712,75911,1.77,52.00
18525,75713,75912,1.74,52.50
18526,75714,75913,1.74,52.50
18527,75715,75914,1.65,52.50
18528,75716,75915,1.65,52.50
18529,75717,75916,1.73,52.50
18530,75718,75917,1.77,52.00
18531,75719,75918,1.74,52.50
18532,75720,75919,1.78,52.00
18533,75721,75920,1.75,52.50
18534,75722,75921,1.70,52.00
18535,75723,75922,1.70,52.00
18536,75724,75923,1.70,52.00
18537,75725,75924,1.69,52.00
18538,75726,75925,1.69,52.00
18539,75727,75926,1.65,52.50
18540,75728,75927,1.69,52.00
18541,75729,75928,1.69,52.00
18542,75730,75929,1.69,52.00
18543,75731,75930,1.68,52.00
18544,75732,75931,1.68,52.00
18545,75733,75932,1.68,52.00
18546,75734,75933,1.72,51.50
18547,75735,75934,1.72,51.50
18548,75736,75935,1.67,51.00
18549,75737,75936,1.71,50.50
18550,75738,75937,1.75,50.00
18551,75739,75938,1.75,50.00
18552,79427,79626,1.38,50.00
18553,79428,79627,1.38,50.00
18554,79429,79628,1.37,50.00
18555,79445,79644,1.46,50.00
18556,79447,79646,1.46,50.00
18557,79448,79647,1.39,50.00
18558,79450,79649,1.39,50.00
18559,79458,79657,1.40,50.00
18560,79459,79658,1.37,50.50
18561,79460,79659,1.37,50.50
18562,79461,79660,1.37,50.50
18563,79462,79661,1.35,51.00
18564,79463,79662,1.35,51.00
18565,79464,79663,1.37,50.50
18566,79465,79664,1.44,50.50
18567,79466,79665,1.42,51.00
18568,79467,79666,1.42,51.00
18569,79468,79667,1.44,50.50
18570,79469,79668,1.44,50.50
18571,79470,79669,1.44,50.50
18572,79471,79670,1.47,50.00
18573,79538,79737,1.61,50.00
